county,state,fips,recent_cases,recent_deaths,pop2019,f_inf_rep,undercount,tooltip
Benton,Tennessee,47005,2,1,16160,1.2376237623762376e-4,50,"Benton county, Tennessee
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: 50.0x"
Benton,Washington,53005,199,11,204390,9.736288468124663e-4,5.527638190954774,"Benton county, Washington
 recent cases: 199
 recent prevalence: 0.10%
 possible undercount: 5.5x"
Benzie,Michigan,26019,2,0,17766,1.1257458065968704e-4,NA,"Benzie county, Michigan
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Bergen,New Jersey,34003,3104,426,932202,0.0033297504189006245,13.724226804123711,"Bergen county, New Jersey
 recent cases: 3104
 recent prevalence: 0.33%
 possible undercount: 13.7x"
Berkeley,South Carolina,45015,48,9,227907,2.1061222340691598e-4,18.75,"Berkeley county, South Carolina
 recent cases: 48
 recent prevalence: 0.02%
 possible undercount: 18.8x"
Berkeley,West Virginia,54003,48,1,119171,4.0278255615879704e-4,2.0833333333333335,"Berkeley county, West Virginia
 recent cases: 48
 recent prevalence: 0.04%
 possible undercount: 2.1x"
Berks,Pennsylvania,42011,1016,65,421164,0.0024123619302694435,6.397637795275591,"Berks county, Pennsylvania
 recent cases: 1016
 recent prevalence: 0.24%
 possible undercount: 6.4x"
Berkshire,Massachusetts,25003,53,7,124944,4.241900371366372e-4,13.20754716981132,"Berkshire county, Massachusetts
 recent cases: 53
 recent prevalence: 0.04%
 possible undercount: 13.2x"
Bernalillo,New Mexico,35001,378,13,679121,5.566018426760474e-4,3.439153439153439,"Bernalillo county, New Mexico
 recent cases: 378
 recent prevalence: 0.06%
 possible undercount: 3.4x"
Berrien,Georgia,13019,8,0,19397,4.124349126153529e-4,NA,"Berrien county, Georgia
 recent cases: 8
 recent prevalence: 0.04%
 possible undercount: NAx"
Berrien,Michigan,26021,145,10,153401,9.452350375812413e-4,6.896551724137931,"Berrien county, Michigan
 recent cases: 145
 recent prevalence: 0.09%
 possible undercount: 6.9x"
Bertie,North Carolina,37015,27,1,18947,0.001425027708872117,3.7037037037037037,"Bertie county, North Carolina
 recent cases: 27
 recent prevalence: 0.14%
 possible undercount: 3.7x"
Bethel Census Area,Alaska,02050,0,0,18386,0,NA,"Bethel Census Area county, Alaska
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Bexar,Texas,48029,609,13,2003554,3.0395986332287523e-4,2.134646962233169,"Bexar county, Texas
 recent cases: 609
 recent prevalence: 0.03%
 possible undercount: 2.1x"
Bibb,Alabama,01007,11,0,22394,4.912030008037867e-4,NA,"Bibb county, Alabama
 recent cases: 11
 recent prevalence: 0.05%
 possible undercount: NAx"
Bibb,Georgia,13021,143,9,153159,9.336702381185565e-4,6.293706293706293,"Bibb county, Georgia
 recent cases: 143
 recent prevalence: 0.09%
 possible undercount: 6.3x"
Bienville,Louisiana,22013,12,5,13241,9.062759610301336e-4,41.666666666666664,"Bienville county, Louisiana
 recent cases: 12
 recent prevalence: 0.09%
 possible undercount: 41.7x"
Big Horn,Montana,30003,0,0,13319,0,NA,"Big Horn county, Montana
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Big Horn,Wyoming,56003,1,0,11790,8.481764206955047e-5,NA,"Big Horn county, Wyoming
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Big Stone,Minnesota,27011,1,0,4991,2.003606491685033e-4,NA,"Big Stone county, Minnesota
 recent cases: 1
 recent prevalence: 0.02%
 possible undercount: NAx"
Bingham,Idaho,16011,1,0,46811,2.1362500267031254e-5,NA,"Bingham county, Idaho
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Black Hawk,Iowa,19013,1012,16,131228,0.007711768829822904,1.5810276679841897,"Black Hawk county, Iowa
 recent cases: 1012
 recent prevalence: 0.77%
 possible undercount: 1.6x"
Blackford,Indiana,18009,4,0,11758,3.401939105290015e-4,NA,"Blackford county, Indiana
 recent cases: 4
 recent prevalence: 0.03%
 possible undercount: NAx"
Bladen,North Carolina,37017,30,0,32722,9.168143756494102e-4,NA,"Bladen county, North Carolina
 recent cases: 30
 recent prevalence: 0.09%
 possible undercount: NAx"
Blaine,Idaho,16013,16,0,23021,6.950175926328135e-4,NA,"Blaine county, Idaho
 recent cases: 16
 recent prevalence: 0.07%
 possible undercount: NAx"
Blaine,Oklahoma,40011,1,0,9429,1.0605578534309046e-4,NA,"Blaine county, Oklahoma
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Blair,Pennsylvania,42013,11,0,121829,9.029048912820428e-5,NA,"Blair county, Pennsylvania
 recent cases: 11
 recent prevalence: 0.01%
 possible undercount: NAx"
Blanco,Texas,48031,2,0,11931,1.676305422848043e-4,NA,"Blanco county, Texas
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: NAx"
Bleckley,Georgia,13023,16,0,12873,0.0012429115202361532,NA,"Bleckley county, Georgia
 recent cases: 16
 recent prevalence: 0.12%
 possible undercount: NAx"
Bledsoe,Tennessee,47007,590,0,15064,0.03916622411046203,NA,"Bledsoe county, Tennessee
 recent cases: 590
 recent prevalence: 3.92%
 possible undercount: NAx"
Blount,Alabama,01009,14,0,57826,2.4210562722650712e-4,NA,"Blount county, Alabama
 recent cases: 14
 recent prevalence: 0.02%
 possible undercount: NAx"
Blount,Tennessee,47009,27,0,133088,2.0287328684779994e-4,NA,"Blount county, Tennessee
 recent cases: 27
 recent prevalence: 0.02%
 possible undercount: NAx"
Blue Earth,Minnesota,27013,27,0,67653,3.9909538379672744e-4,NA,"Blue Earth county, Minnesota
 recent cases: 27
 recent prevalence: 0.04%
 possible undercount: NAx"
Bolivar,Mississippi,28011,26,2,30628,8.488964346349745e-4,7.6923076923076925,"Bolivar county, Mississippi
 recent cases: 26
 recent prevalence: 0.08%
 possible undercount: 7.7x"
Bollinger,Missouri,29017,1,0,12133,8.241984669908514e-5,NA,"Bollinger county, Missouri
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Bon Homme,South Dakota,46009,0,0,6901,0,NA,"Bon Homme county, South Dakota
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Bond,Illinois,17005,3,0,16426,1.8263728235723854e-4,NA,"Bond county, Illinois
 recent cases: 3
 recent prevalence: 0.02%
 possible undercount: NAx"
Bonner,Idaho,16017,0,0,45739,0,NA,"Bonner county, Idaho
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Bonneville,Idaho,16019,1,0,119062,8.39898540256337e-6,NA,"Bonneville county, Idaho
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Boone,Arkansas,05009,1,0,37432,2.6715110066253472e-5,NA,"Boone county, Arkansas
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Boone,Illinois,17007,111,5,53544,0.0020730614074406096,4.504504504504505,"Boone county, Illinois
 recent cases: 111
 recent prevalence: 0.21%
 possible undercount: 4.5x"
Boone,Indiana,18011,46,9,67843,6.780360538301667e-4,19.565217391304348,"Boone county, Indiana
 recent cases: 46
 recent prevalence: 0.07%
 possible undercount: 19.6x"
Boone,Iowa,19015,22,0,26234,8.386063886559427e-4,NA,"Boone county, Iowa
 recent cases: 22
 recent prevalence: 0.08%
 possible undercount: NAx"
Boone,Kentucky,21015,105,2,133581,7.860399308284861e-4,1.9047619047619047,"Boone county, Kentucky
 recent cases: 105
 recent prevalence: 0.08%
 possible undercount: 1.9x"
Boone,Missouri,29019,6,0,180463,3.324781257099793e-5,NA,"Boone county, Missouri
 recent cases: 6
 recent prevalence: 0.00%
 possible undercount: NAx"
Boone,Nebraska,31011,1,0,5192,1.926040061633282e-4,NA,"Boone county, Nebraska
 recent cases: 1
 recent prevalence: 0.02%
 possible undercount: NAx"
Boone,West Virginia,54005,4,0,21457,1.864193503285641e-4,NA,"Boone county, West Virginia
 recent cases: 4
 recent prevalence: 0.02%
 possible undercount: NAx"
Bosque,Texas,48035,2,0,18685,1.0703773080010703e-4,NA,"Bosque county, Texas
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Bossier,Louisiana,22015,59,6,127039,4.6442431064476264e-4,10.169491525423728,"Bossier county, Louisiana
 recent cases: 59
 recent prevalence: 0.05%
 possible undercount: 10.2x"
Botetourt,Virginia,51023,4,0,33419,1.1969239055627038e-4,NA,"Botetourt county, Virginia
 recent cases: 4
 recent prevalence: 0.01%
 possible undercount: NAx"
Boulder,Colorado,08013,295,28,326196,9.043642472623822e-4,9.491525423728813,"Boulder county, Colorado
 recent cases: 295
 recent prevalence: 0.09%
 possible undercount: 9.5x"
Bourbon,Kansas,20011,1,0,14534,6.88041832943443e-5,NA,"Bourbon county, Kansas
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Bourbon,Kentucky,21017,2,0,19788,1.0107135637760258e-4,NA,"Bourbon county, Kentucky
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Bowie,Texas,48037,16,4,93245,1.7159097002520242e-4,25,"Bowie county, Texas
 recent cases: 16
 recent prevalence: 0.02%
 possible undercount: 25.0x"
Bowman,North Dakota,38011,0,0,3024,0,NA,"Bowman county, North Dakota
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Box Butte,Nebraska,31013,0,0,10783,0,NA,"Box Butte county, Nebraska
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Box Elder,Utah,49003,1,0,56046,1.7842486528922672e-5,NA,"Box Elder county, Utah
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Boyd,Kentucky,21019,4,1,46718,8.562010360032535e-5,25,"Boyd county, Kentucky
 recent cases: 4
 recent prevalence: 0.01%
 possible undercount: 25.0x"
Boyle,Kentucky,21021,5,0,30060,1.6633399866932801e-4,NA,"Boyle county, Kentucky
 recent cases: 5
 recent prevalence: 0.02%
 possible undercount: NAx"
Bracken,Kentucky,21023,2,0,8303,2.4087679152113694e-4,NA,"Bracken county, Kentucky
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: NAx"
Bradford,Florida,12007,6,0,28201,2.1275841282224035e-4,NA,"Bradford county, Florida
 recent cases: 6
 recent prevalence: 0.02%
 possible undercount: NAx"
Bradford,Pennsylvania,42015,7,0,60323,1.1604197403975266e-4,NA,"Bradford county, Pennsylvania
 recent cases: 7
 recent prevalence: 0.01%
 possible undercount: NAx"
Bradley,Arkansas,05011,5,0,10763,4.6455449224193997e-4,NA,"Bradley county, Arkansas
 recent cases: 5
 recent prevalence: 0.05%
 possible undercount: NAx"
Bradley,Tennessee,47011,22,0,108110,2.034964388123208e-4,NA,"Bradley county, Tennessee
 recent cases: 22
 recent prevalence: 0.02%
 possible undercount: NAx"
Branch,Michigan,26023,28,0,43517,6.434267068042374e-4,NA,"Branch county, Michigan
 recent cases: 28
 recent prevalence: 0.06%
 possible undercount: NAx"
Brantley,Georgia,13025,3,0,19109,1.5699408655607305e-4,NA,"Brantley county, Georgia
 recent cases: 3
 recent prevalence: 0.02%
 possible undercount: NAx"
Braxton,West Virginia,54007,1,0,13957,7.164863509350147e-5,NA,"Braxton county, West Virginia
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Brazoria,Texas,48039,225,4,374264,6.011799157813736e-4,1.7777777777777777,"Brazoria county, Texas
 recent cases: 225
 recent prevalence: 0.06%
 possible undercount: 1.8x"
Brazos,Texas,48041,46,1,229211,2.0068844863466414e-4,2.1739130434782608,"Brazos county, Texas
 recent cases: 46
 recent prevalence: 0.02%
 possible undercount: 2.2x"
Breathitt,Kentucky,21025,0,0,12630,0,NA,"Breathitt county, Kentucky
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Breckinridge,Kentucky,21027,3,0,20477,1.4650583581579332e-4,NA,"Breckinridge county, Kentucky
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Bremer,Iowa,19017,23,5,25062,9.177240443699625e-4,21.73913043478261,"Bremer county, Iowa
 recent cases: 23
 recent prevalence: 0.09%
 possible undercount: 21.7x"
Brevard,Florida,12009,95,1,601942,1.578225144615262e-4,1.0526315789473684,"Brevard county, Florida
 recent cases: 95
 recent prevalence: 0.02%
 possible undercount: 1.1x"
Brewster,Texas,48043,0,0,9203,0,NA,"Brewster county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Briscoe,Texas,48045,0,0,1546,0,NA,"Briscoe county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Bristol,Massachusetts,25005,2383,114,565217,0.004216079841901429,4.78388585816198,"Bristol county, Massachusetts
 recent cases: 2383
 recent prevalence: 0.42%
 possible undercount: 4.8x"
Bristol,Rhode Island,44001,86,0,48479,0.001773963984405619,NA,"Bristol county, Rhode Island
 recent cases: 86
 recent prevalence: 0.18%
 possible undercount: NAx"
Bristol city,Virginia,51520,1,0,16762,5.965875193890944e-5,NA,"Bristol city county, Virginia
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Broadwater,Montana,30007,0,0,6237,0,NA,"Broadwater county, Montana
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Brooke,West Virginia,54009,1,0,21939,4.558092893933178e-5,NA,"Brooke county, West Virginia
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Brookings,South Dakota,46011,4,0,35077,1.1403483764289991e-4,NA,"Brookings county, South Dakota
 recent cases: 4
 recent prevalence: 0.01%
 possible undercount: NAx"
Brooks,Georgia,13027,30,1,15457,0.0019408682150481983,3.3333333333333335,"Brooks county, Georgia
 recent cases: 30
 recent prevalence: 0.19%
 possible undercount: 3.3x"
Brooks,Texas,48047,0,0,7093,0,NA,"Brooks county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Broome,New York,36007,133,11,190488,6.982067111839066e-4,8.270676691729323,"Broome county, New York
 recent cases: 133
 recent prevalence: 0.07%
 possible undercount: 8.3x"
Broomfield,Colorado,08014,72,14,70465,0.0010217838643298092,19.444444444444443,"Broomfield county, Colorado
 recent cases: 72
 recent prevalence: 0.10%
 possible undercount: 19.4x"
Broward,Florida,12011,1324,89,1952778,6.780084576946279e-4,6.722054380664653,"Broward county, Florida
 recent cases: 1324
 recent prevalence: 0.07%
 possible undercount: 6.7x"
Brown,Illinois,17009,1,0,6578,1.5202189115232594e-4,NA,"Brown county, Illinois
 recent cases: 1
 recent prevalence: 0.02%
 possible undercount: NAx"
Brown,Indiana,18013,4,0,15092,2.6504108136761196e-4,NA,"Brown county, Indiana
 recent cases: 4
 recent prevalence: 0.03%
 possible undercount: NAx"
Brown,Kansas,20013,0,0,9564,0,NA,"Brown county, Kansas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Brown,Minnesota,27015,1,0,25008,3.99872040946897e-5,NA,"Brown county, Minnesota
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Brown,Ohio,39015,4,0,43432,9.209799226376865e-5,NA,"Brown county, Ohio
 recent cases: 4
 recent prevalence: 0.01%
 possible undercount: NAx"
Brown,South Dakota,46013,51,0,38839,0.0013131131079584953,NA,"Brown county, South Dakota
 recent cases: 51
 recent prevalence: 0.13%
 possible undercount: NAx"
Brown,Texas,48049,25,5,37864,6.602577646313121e-4,20,"Brown county, Texas
 recent cases: 25
 recent prevalence: 0.07%
 possible undercount: 20.0x"
Brown,Wisconsin,55009,1231,7,264542,0.004653325369884555,0.5686433793663688,"Brown county, Wisconsin
 recent cases: 1231
 recent prevalence: 0.47%
 possible undercount: 0.6x"
Brunswick,North Carolina,37019,13,1,142820,9.102366615319983e-5,7.6923076923076925,"Brunswick county, North Carolina
 recent cases: 13
 recent prevalence: 0.01%
 possible undercount: 7.7x"
Brunswick,Virginia,51025,3,0,16231,1.8483149528679687e-4,NA,"Brunswick county, Virginia
 recent cases: 3
 recent prevalence: 0.02%
 possible undercount: NAx"
Bryan,Georgia,13029,22,2,39627,5.55177025765261e-4,9.090909090909092,"Bryan county, Georgia
 recent cases: 22
 recent prevalence: 0.06%
 possible undercount: 9.1x"
Bryan,Oklahoma,40013,3,0,47995,6.250651109490572e-5,NA,"Bryan county, Oklahoma
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Buchanan,Iowa,19019,11,0,21175,5.194805194805195e-4,NA,"Buchanan county, Iowa
 recent cases: 11
 recent prevalence: 0.05%
 possible undercount: NAx"
Buchanan,Missouri,29021,336,1,87364,0.003845977748271599,0.2976190476190476,"Buchanan county, Missouri
 recent cases: 336
 recent prevalence: 0.38%
 possible undercount: 0.3x"
Buchanan,Virginia,51027,4,0,21004,1.9043991620643687e-4,NA,"Buchanan county, Virginia
 recent cases: 4
 recent prevalence: 0.02%
 possible undercount: NAx"
Buckingham,Virginia,51029,144,0,17148,0.008397480755773267,NA,"Buckingham county, Virginia
 recent cases: 144
 recent prevalence: 0.84%
 possible undercount: NAx"
Bucks,Pennsylvania,42017,1438,167,628270,0.0022888248682891113,11.613351877607789,"Bucks county, Pennsylvania
 recent cases: 1438
 recent prevalence: 0.23%
 possible undercount: 11.6x"
Buena Vista,Iowa,19021,13,0,19620,6.625891946992864e-4,NA,"Buena Vista county, Iowa
 recent cases: 13
 recent prevalence: 0.07%
 possible undercount: NAx"
Buena Vista city,Virginia,51530,1,0,6478,1.5436863229391788e-4,NA,"Buena Vista city county, Virginia
 recent cases: 1
 recent prevalence: 0.02%
 possible undercount: NAx"
Buffalo,Nebraska,31019,61,0,49659,0.001228377534787249,NA,"Buffalo county, Nebraska
 recent cases: 61
 recent prevalence: 0.12%
 possible undercount: NAx"
Buffalo,South Dakota,46017,0,0,1962,0,NA,"Buffalo county, South Dakota
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Buffalo,Wisconsin,55011,2,0,13031,1.5348016268897246e-4,NA,"Buffalo county, Wisconsin
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: NAx"
Bullitt,Kentucky,21029,30,0,81676,3.6730496106567414e-4,NA,"Bullitt county, Kentucky
 recent cases: 30
 recent prevalence: 0.04%
 possible undercount: NAx"
Bulloch,Georgia,13031,11,0,79608,1.3817706763139383e-4,NA,"Bulloch county, Georgia
 recent cases: 11
 recent prevalence: 0.01%
 possible undercount: NAx"
Bullock,Alabama,01011,7,0,10101,6.93000693000693e-4,NA,"Bullock county, Alabama
 recent cases: 7
 recent prevalence: 0.07%
 possible undercount: NAx"
Buncombe,North Carolina,37021,32,1,261191,1.2251570689648573e-4,3.125,"Buncombe county, North Carolina
 recent cases: 32
 recent prevalence: 0.01%
 possible undercount: 3.1x"
Bureau,Illinois,17011,4,1,32628,1.225940909648155e-4,25,"Bureau county, Illinois
 recent cases: 4
 recent prevalence: 0.01%
 possible undercount: 25.0x"
Burke,Georgia,13033,37,0,22383,0.0016530402537640173,NA,"Burke county, Georgia
 recent cases: 37
 recent prevalence: 0.17%
 possible undercount: NAx"
Burke,North Carolina,37023,42,1,90485,4.641653312703763e-4,2.380952380952381,"Burke county, North Carolina
 recent cases: 42
 recent prevalence: 0.05%
 possible undercount: 2.4x"
Burke,North Dakota,38013,3,0,2115,0.0014184397163120568,NA,"Burke county, North Dakota
 recent cases: 3
 recent prevalence: 0.14%
 possible undercount: NAx"
Burleigh,North Dakota,38015,29,0,95626,3.032648024595821e-4,NA,"Burleigh county, North Dakota
 recent cases: 29
 recent prevalence: 0.03%
 possible undercount: NAx"
